id,Thương hiệu,Dòng xe,Loại xe,Dung tích xe,Giá,Số_km_da_đi,Tuoi_xe,Km_moi_nam,Tuoi_xe_x_Km,Log_Gia,full_description
5695,yamaha,exciter,tay côn moto,100 175 cc,18.5,44000,7.0,6197.183098591549,308000.0,2.970414465569701,bao test thoải mái máy chưa đụng xe ít đi yamaha exciter tay côn moto 100 175 cc xe việt nam bao test thoải mái máy móc chưa đụng giá còn thương lượng
5696,honda,sh,tay ga,100 175 cc,4.0,111,7.0,15.63380281690141,777.0,1.6094379124341003,xe sh thái để lâu không đi honda sh tay ga 100 175 cc xe lâu không đi nay lấy ra có vẻ hết bình không đề được anh em có thời gian qua xem cân nhắc anh bạn gửi bán có bảo xe sửa xong đi bình thường khỏe anh em nhắn tin không gọi điện nha
5697,honda,air blade,tay ga,100 175 cc,19.0,400000,8.0,49382.71604938272,3200000.0,2.995732273553991,cần bán xe chinh chủ biển số thành phố honda air blade tay ga 100 175 cc xe đi còn êm đi lại mượt xe hay bảo trì hàng tháng
5698,honda,air blade,tay ga,100 175 cc,37.0,23000,4.0,5609.756097560976,92000.0,3.6375861597263857,bán xe ab ít đi honda air blade tay ga 100 175 cc xe mình đi ít nên bán ai cần ib m
5699,yamaha,exciter,tay côn moto,100 175 cc,11.0,383838,13.0,29300.6106870229,4989894.0,2.4849066497880004,bán gấp chiếc ex135 máy êm yamaha exciter tay côn moto 100 175 cc xe mình đang cầm ở tiệm cầm đồ dàn áo ok hết trày xướt nhẹ bô ex2010 máy móc êm ru xe chạy bon bon ko lỗi gì ae nào ở gần có thể liên hệ qua tiệm xem xe nha đảm bảo ưng ý ngay xe không chính chủ giấy tờ xe đầy đủ nha ae có fix cho ae thiện chí giá hợp lý với tình trạng xe anh em an tâm em ở hiệp bình phước
5700,yamaha,dòng khác,tay côn moto,100 175 cc,29.5,1000,6.0,163.9344262295082,6000.0,3.417726683613366,gấp yamaha dòng khác tay côn moto 100 175 cc mua năm 2019 mới chạy 1000 km xe chính chủ cavet giấy tờ đầy đủ biển số tp 5 số còn mới chưa sửa chữa bảo dưỡng thay nhớt đầy đủ không va chạm không trầy xước phụ tùng ốc ác bao zin bán để mua xe khác do bằng lái không cho chạy trên 125 cm muốn xem xe lh dung ở long phước q9 cũ
5701,honda,dòng khác,xe số,dưới 50 cc,4.5,999999,20.0,49751.19402985074,19999980.0,1.7047480922384253,chaly cổ honda dòng khác xe số dưới 50 cc xe để trong kho ko ai dfi để lai cho ae sieu tầm xe xưa xe để lâu như đập cái nổ náy êm jia ra đi 4 5 tr giay tờ đầy đủ
5702,yamaha,exciter,xe số,100 175 cc,22.5,20000,12.0,1652.892561983471,240000.0,3.1570004211501135,exciter 1 s9a up full 2010 yamaha exciter xe số 100 175 cc xe up full 2010 tâm huyết bô zin 2010 chảng ba 2010 gác chân 2010 gắp 2010 bxc 2010 yên zin 2010 đế trắng xe máy móc zin êm không tiếng động lạ bô nổ tóc tóc xe bs tỉnh cavet gốc btc bao check gốc ae thiện chí alo
5703,yamaha,sirius,xe số,100 175 cc,9.0,48000,14.0,3404.2553191489365,672000.0,2.302585092994046,bán xe kiểng tâm huyết đã lên tem trùm yamaha sirius xe số 100 175 cc bán xe kiểng tâm huyết đa lên tem trùm hàng nào của đó xe ít đi máy móc bảo dưong ok giấy tơd đầy đủ xem xe thích ngay
5704,yamaha,nozza,tay ga,100 175 cc,12.0,20300,9.0,2230.769230769231,182700.0,2.5649493574615367,yamaha nozza fi màu xanh đen bstp yamaha nozza tay ga 100 175 cc do xe mua lâu nhưng ít sử dụng nên nay quyết định thanh lý cho anh chị em có nhu cầu yamaha nozza fi màu xanh đen bstp đăng ký lần đầu 20 05 2016 do xe trúng thưởng nên chủ cũ không có nhu cầu sử dụng nên mình mua lại và ký hđmb 09 06 2016 hiện chưa sang tên xe vợ mình mua sử dụng rất ít nên hiện lúc chiều mình mới đi thay nhớt số nhớt máy và rửa xe chụp màn hình là chỉ đi được 20 k km quan trọng nửa là xe có trầy xước theo thời gian nhưng đảm bảo còn mới như hình nên mọi người yên tâm nha giá bán 12 000 000 đồng nếu anh chị em quyết tâm mua xe mới thì mình không dám ý kiến nhưng nếu cần xe tốt sử dụng tốt số tiền bỏ ra vừa phải thì cân nhắc xe mình nha rất cám ơn anh chị em đã dành thời gian đọc tin trân trọng kính chào
5705,yamaha,exciter,xe số,100 175 cc,66.0,2500,15.0,165.56291390728478,37500.0,4.204692619390966,exciter 2010 vàng đen đã ra bs định danh dọn new yamaha exciter xe số 100 175 cc em cần ra đi ex nhỏ 4 số đúng đời 2010 1 s940ay cà vẹt vàng đúng màu vàng đen 2010 xe em dọn tâm huyết fullnew từ trong ra ngoài đã fix hết các lỗi của ex nhỏ mới chạy vài ngàn km đã ra biển tỉnh định danh bao rút thu hồi cho ae luôn em dọn nhiều chi tiết giờ kể sợ thiếu ae cứ qua xem xe cụ thể full cục máy new 57 kck bên a pgs thay hết đồ new đầu zin lòng 150 1 pa trái bạc tay dên uma xupap cam pgs sên cam tăng cam cnc lọc nhớt bơm nhớt bơm nước mát cốt nhông full bạc đạn máy nồi trước sau chuông bố ba càng chuồng heo lá bố lá sắt nước mát nhớt đồ thay new hãng dàn áo full bóng nhám vàng rc new tem zin bodykit pô new hãng bình xăng con new hãng củ đề new hãng cụm khóa xăng nắp xăng lọc gió khóa yên yên zin new hãng bình acquy new má đùm cùi dĩa bạc đạn dĩa bạc đạn mâm trước sau pad phớt bulong cốt bánh trước sau new canh bánh trước sau new cốt chống đứng chống nghiêng new lò xo gác máy new chụp cóc công tơ mét new lò xo nắp mâm lửa new lõi cốt gù cặp gù cùm ga ống ga bao tay dây ga new hãng new bố thắng càng thắng lò xo ốc hãng new cao su ghi đông sọ khỉ dàn ốc làm chén cổ thay ty 2011 kiềng phuộc trước ốc salaya dàn áo bộ ốc zin new đèn zhipat 2 tầng new xi nhan zhipat new cùm nvx zin new cặp vỏ rosso new đồng hồ spark new cần số 2 chiều spark thái hậu spark thái new phuộc rcb m2 đen ty vàng new rổ giữa appi gù tạ cnc nsd new nhông mặt trời
5706,sym,attila,tay ga,100 175 cc,2.0,2000,15.0,132.45033112582783,30000.0,1.0986122886681098,bán xe atila máy ngon bao chạy 6 tháng sym attila tay ga 100 175 cc máy mình mua lại năm 2018 4 tr cam kết chỉ thay võ ruộct chạy cũng ít hao xăng so với mặt bằng chung tay ga 30 km lit bao cam kết ko lỗi gì phần máy ngoại hình có hơi xấu nhưng ruột thì ổn áp tất cả nha các bác các bác bỏ ra khoảng 1 triệu mua bộ vỏ mới là xem keng xà beng xe có sao nói vậy dòng xe này đã có từ rất lâu nên hầu như thị trường đều là xe cũ nhưng tôi nói thật mua xem bây tôi cam kết các bác cũng phải sửa chữa rất nhiều mới chạy ổn định còn tôi cam kết bán tại nhà riêng ko ở phòng trọ nha nên bảo hành máy 6 tháng nếu có lỗi hoàn tiền thích hợp cho các bác đi chở hàng giao hàng hay các bạn học sinh sinh viên xem còn vavet zin theo xe bao các thợ thầy giỏi nhất đến kiểm tra máy móc ok còn tin là còn xe mình ở thủ đức hcm nha anh em đi xem này ko lo bị công an bắt nha anh em
5707,honda,wave,xe số,100 175 cc,12.5,25600,5.0,5019.607843137255,128000.0,2.6026896854443837,xe nữ chạy honda wave xe số 100 175 cc xe còn mới dàn áo xước nhẹ nhà nhiều xe quá nên bán bớt xe chính chủ
5708,honda,vision,tay ga,100 175 cc,21.0,44000,5.0,8627.450980392157,220000.0,3.091042453358316,kẹt tiền bán xe vision chính chủ biển thành phố honda vision tay ga 100 175 cc kẹt tiền bán xe vision y hình đăng ký đầu năm 2020 khóa thường xe đang sử dụng tốt xe biển thành phố chính chủ ủy quyền nhanh lẹ ai cần liên hệ em
5709,gpx,legend 200,tay côn moto,trên 175 cc,33.0,136000,2.0,64761.904761904756,272000.0,3.5263605246161616,gpx demon 200 cần bán gpx legend 200 tay côn moto trên 175 cc xe đầy đủ giấy tờ sang tên được zalo
5710,yamaha,exciter,tay côn moto,100 175 cc,13.0,555555,13.0,42408.7786259542,7222215.0,2.6390573296152584,cần ra đi gấp chiếc ex135 yamaha exciter tay côn moto 100 175 cc xe mình đang cầm ở tiệm cầm đồ quên chụip hình dàn áo dàn áo ok hết trày xướt nhẹ bô ex2010 máy móc êm ru xe chạy bon bon ko lỗi gì ae nào ở gần có thể liên hệ qua tiệm xem xe nha đảm bảo ưng ý ngay xe không chính chủ giấy tờ xe đầy đủ nha ae có fix cho ae thiện chí giá hợp lý với tình trạng xe anh em an tâm
5711,honda,wave,xe số,100 175 cc,7.0,77000,16.0,4782.608695652173,1232000.0,2.0794415416798357,xe wave rs chính chủ bstp honda wave xe số 100 175 cc đổi xe nên cần bán chiếc wave rs xe nhà đi chính chủ giấy tờ đầy đủ nhé xe vẫn đang chạy bình thường không vấn đề gì
5712,honda,wave,xe số,50 100 cc,10.3,9000,15.0,596.0264900662252,135000.0,2.424802725718295,xe wave rs 100 honda wave xe số 50 100 cc xe wave rs 100 biển số thành phố máy nguyên zin chạy êm chưa qua sửa chửa
5713,honda,future,xe số,100 175 cc,26.5,0,3.0,0.0,0.0,3.3141860046725258,bán e fuled 2022 dên đôn bô êm honda future xe số 100 175 cc fuled 2022 dên đôn bô êm 62 4 máy êm giá nhanh 26 500 000 có fix ae nhanh lẹ bảo thủ đức
5714,honda,wave,xe số,100 175 cc,22.0,12000,1.0,10909.090909090908,12000.0,3.1354942159291497,mình cần bán xe tâm huyết nha ae honda wave xe số 100 175 cc bán wava alpha 2004 dọn lên wava thái 110 xe dọn tâm huyết nha ae máy im ko dọng hú gì ae nhìn xe đánh giá giùm mình xe dọn đồ xịn ko nha ae xe chính chủ công chứng hủy huyền 1 nót nhạc nha ae mua xe liên hệ trực tiếp cho mình nha
5715,yamaha,sirius,xe số,50 100 cc,8.5,161282,18.0,8910.607734806628,2903076.0,2.2512917986064953,sirius dọn kiển yamaha sirius xe số 50 100 cc xe xuất xứ long an xe máy im mua bán xe tại thành phố thủ đức
5716,honda,wave,xe số,100 175 cc,13.0,25500,5.0,5000.0,127500.0,2.6390573296152584,xe nữ chạy honda wave xe số 100 175 cc tình trạng xe vận chạy bình thường chỉ có chày xước nhẹ dàn áo
5717,yamaha,exciter,tay côn moto,100 175 cc,18.0,50000,11.0,4504.504504504504,550000.0,2.9444389791664403,cần bán xe ex 2014 xuống dàn áo 2010 còn mới zin yamaha exciter tay côn moto 100 175 cc xe ex 2014 xuống áo 2010 chưa một vết trầy biển số thành phố xe mua bán công chứng ủy quyền fix xăng xe liên hệ xem xe tại 210 man thiện tăng nhơn phú a thành phố thủ đức
5718,yamaha,dòng khác,tay côn moto,100 175 cc,29.0,4038,6.0,661.9672131147541,24228.0,3.4011973816621555,bán xe yamaha dòng khác tay côn moto 100 175 cc do nhu cầu cần lên cc nên mình cần nhượng lại em r15v3 2019 odo 4000 km xe lên 1 số đồ chơi cơ bản mặt nạ r1m kính chắn gió trợ lực matriss cùm cbr650 tay côn crg tay thắng brembo bộ số gãy cặp đèn l4x cổ bô titan kèm pô akr3 gần full ốc titan v v mua xe tặng kèm 1 số món giá ra đi 2 x
5719,honda,blade,xe số,100 175 cc,7.0,64000,9.0,7032.967032967033,576000.0,2.0794415416798357,blade biển tỉnh không chính chủ honda blade xe số 100 175 cc lên đời xe bán lại con honda blade giá tốt cho bạn nào thu nhập thấp có con xe hãng xe như hình mình mua cừa hàng mà cũng mất giấy tờ cửa hàng rồi còn cà vẹt mình gần 40 tuổi và mua tại nhà mình nên yen tâm
5720,sym,attila,tay ga,100 175 cc,3.5,30000,13.0,2290.0763358778627,390000.0,1.5040773967762742,xe attila đời cao sym attila tay ga 100 175 cc xe êm máy nhẹ chạy bốc ít hao xăng dành cho a chị chạy đi chợ hoặc cho con đi học dẩn nhẹ xe gọn cho nhân viên chạy hàng cũng quá ok xe giáy tay mua về chỉ việc chạy
5721,sym,shark,tay ga,100 175 cc,6.8,68379,14.0,4849.574468085107,957306.0,2.0541237336955462,shark 125 cc biển sài gòn sym shark tay ga 100 175 cc bán xe tay ga shark 125 cc biển sài gòn xe nhà đi kỹ mới bảo dưỡng toàn phần cặp vỏ mới thay dày cui đề nhẹ nổ máy mạnh êm vặn là bay ace mua về là đổ xăng chạy thôi hỗ trợ grap cho ace ở xa
5722,yamaha,exciter,xe số,dưới 50 cc,6.0,10000,8.0,1234.567901234568,80000.0,1.9459101490553132,nhà dư cần bán xe exiter 50 cc 135 giá 6 triệu yamaha exciter xe số dưới 50 cc nhà dư cần bán xe exiter 50 cc không cần bằng lái cho học sinh sinh viên giá 6 triệu xe còn mới đẹp bớt lộc cho ae thiện chí
5723,honda,cub,xe số,dưới 50 cc,9.5,45678,35.0,1301.3675213675212,1598730.0,2.3513752571634776,cub 50 cc biển sài gòn honda cub xe số dưới 50 cc bán xe cub 50 cc biển sài gòn giấy tờ đầy đủ xe tân trang mới máy làm mới êm mạnh full điện đèn còi phù hợp hoc sinh sinh viên chưa bằng lái hoặc chạy cà phê cũng vui
5724,yamaha,sirius,xe số,100 175 cc,6.8,0,0.0,0.0,0.0,2.0541237336955462,sirius xe nhật máy êm ru biển số thành phố yamaha sirius xe số 100 175 cc máy móc êm ru khỏe mạnh chức năng đầy đủ xe đẹp còn liền lạc đảm bảo nhớt nhao về chỉ đổ xăng đi giấy tờ đầy đủ bao tranh chấp có bộ hồ sơ ủy quyền
5725,honda,dòng khác,xe số,100 175 cc,8.9,590000,10.0,58415.84158415842,5900000.0,2.2925347571405443,bán xe giấy tờ đầy đủ biển số tỉnh honda dòng khác xe số 100 175 cc cần bán con xe ful giấy tờ đầy đủ biển số tỉnh bao tranh chấp giá 8 tr900 xem xe thủ đức
5726,honda,sh,tay ga,100 175 cc,82.0,35000,13.0,2671.7557251908397,455000.0,4.418840607796598,bán nhanh sh việt kiều ý 125 honda sh tay ga 100 175 cc cần bán 1 xe sh ý 3 cục 125 máy nổ êm lên ga bao lướt trùm cuối 2012 số máy 501 đã up ic 150 nên ae chạy bao sướng mới sơn nguyên dàn chân keng xà beng ae mua về chỉ việc chạy không cần phải làm gì thêm cả chính chủ bán
5727,honda,wave,xe số,100 175 cc,10.5,15000,8.0,1851.851851851852,120000.0,2.4423470353692043,wave110 bstp 9 c sang tên ủy quyền nhanh máy zin honda wave xe số 100 175 cc wave 110 bstp chín chủ sang tên ủy quyền đều được máy móc zin đang ngoài hơi bạc 1 chúc theo 5 tháng phu hop ae mua ve chayj grad
5728,honda,air blade,tay ga,100 175 cc,12.0,61526,15.0,4074.5695364238413,922890.0,2.5649493574615367,xe tay ga air blade 2010 màu đen còn mới honda air blade tay ga 100 175 cc xe mua tại cửa hàng hon da bình minh quận 9 xe còn mới đẹp liên hệ xem xe tại 167 cầu xây phường tân phú tp thủ đức sđt giấy tờ chính chủ
5729,yamaha,exciter,tay côn moto,100 175 cc,18.5,0,8.0,0.0,0.0,2.970414465569701,cần bán xe yamaha exciter tay côn moto 100 175 cc ex 150 xe chính chủ kí mua bán ủy quyền đều đc ace nào mua em fix nhẹ lên phuộc rcb led 2 tần
5730,gpx,legend gentleman 200,tay côn moto,100 175 cc,40.0,2,2.0,0.9523809523809523,4.0,3.713572066704308,cần bán gpx legend gentleman 200 tay côn moto 100 175 cc xuất sứ từ thái lan xe mầu xám bạc xe chưa vết xước sang trọng lịch sự
5731,hãng khác,dòng khác,xe số,dưới 50 cc,6.5,32,15.0,2.119205298013245,480.0,2.0149030205422647,wave 50 c zin hãng khác dòng khác xe số dưới 50 cc xe nhà ít đi còn sạch đẹp máy móc cực kì ngon êm ru đi nhẹ điện đèn đề đủ bstp chính chủ 50 c nên cũng hko cần bằng lái cũng đi đc ngen ai cần thì liên hệ ạ
5732,piaggio,vespa,tay ga,100 175 cc,7.3,20000,11.0,1801.801801801802,220000.0,2.1162555148025524,xe nhà dư bán piaggio vespa tay ga 100 175 cc xe nhà dang sữ dụng cần thanh lý xe chạy tốt bình thường điện kèn đề đầy đủ chỉ đổ xăng là chạy
5733,honda,wave,xe số,100 175 cc,8.0,15000,18.0,828.7292817679557,270000.0,2.1972245773362196,wave s110 máy nổ thì tham bstp 09 chủ honda wave xe số 100 175 cc xe nhìn còn kha tốt thích hop ae nào đi cày tiet kiem xămg máy nổ ấm mays mooc ko chảy hay xì nhớt
5734,honda,wave,xe số,100 175 cc,8.5,88000,13.0,6717.557251908397,1144000.0,2.2512917986064953,wave rsx đời 2012 chính chủ biển thành phố honda wave xe số 100 175 cc xe còn nguyên zin còn cả chìa khóa sơ cua xe mình đi thay đồ tốt vỏ maxis kenda biển thành phố chính chủ a c e nào có nhu cầu liên hệ mình
5735,honda,lead,tay ga,100 175 cc,17.5,16000,9.0,1758.2417582417584,144000.0,2.917770732084279,lead 125 đời 2016 xe còn như mới cần bán giá tốt honda lead tay ga 100 175 cc lead 125 đời 2016 xe còn như mới cần bán giá tốt xe đi chưa tới 16 ngàn kim ai cần liên hệ trực tiếp nhé có fix nhẹ miễn cò lái mất thời gian
5736,honda,wave,xe số,100 175 cc,18.0,12000,1.0,10909.090909090908,12000.0,2.9444389791664403,cần bán wave 110 2024 honda wave xe số 100 175 cc cần bán wave 110 2024 màu trắng chính chủ tp thủ đức xe đã vô ic và bxc dream lùn 125 cổ pô 27 đèn led giá 18 triệu
5737,yamaha,jupiter,xe số,100 175 cc,11.5,123456,7.0,17388.16901408451,864192.0,2.5257286443082556,yamaha jupiter yamaha jupiter xe số 100 175 cc xe mạnh máy móc nguyên din chưa đụng chạm bánh đúc phuộc thồ phuộc din theo xe đang còn đèn led tất cả ko phải sửa gì hết xe nha đi chỡ con đi học nên máy móc như xe mới khai sinh 2018
5738,yamaha,exciter,tay côn moto,100 175 cc,14.0,35000,10.0,3465.3465346534654,350000.0,2.70805020110221,muốn giao lưu tay ga yamaha exciter tay côn moto 100 175 cc cần gl tay ga đi phố xe zin chỉ làm nồi và thay cao su chuồng heo muốn gl tay ga ae nt chợ tốt k gọi giúp tại làm vp k nghe đt dc
5739,suzuki,sport xipo,xe số,100 175 cc,22.0,27000,26.0,1034.4827586206895,702000.0,3.1354942159291497,suzuki sport 120 cc f124 bstp suzuki sport xipo xe số 100 175 cc suzuki sport 120 cc f124 bstp máy 6 số êm ru bx zin đã chế đề nhẹ nhàng nhích 1 cái là nổ máy dàn ngoài full dàn áo mới bửng mở gà dàn chân bánh căm goshi heo brembo logo lớn hiện trạng như hình mọi chức năng hoàn chỉnh mua về sử dụng liền giá 2x xxx xxx vnđ xem xe thương lượng trực tiếp call xem xe tại thu đức
5740,honda,winner,tay côn moto,100 175 cc,15.0,110000,8.0,13580.246913580248,880000.0,2.772588722239781,xe zin bán hoặc gl honda winner tay côn moto 100 175 cc xe zin bán hoặc gl xe máy êm mạnh giấy tờ đầy đủ công chứng ủy quyền được
5741,honda,sonic,tay côn moto,100 175 cc,23.0,27000,6.0,4426.229508196721,162000.0,3.1780538303479458,honda sonic 2019 bstp honda sonic tay côn moto 100 175 cc xe nhập indo biển số thành phố đăng ký t5 2019 zin toàn bộ đi nhớt tổng hợp đã thay lốp nsd ở mốc 18 k km odo 2 v7 xem xe ngoài giờ hành chính hoặc cuối tuần liên hệ zalo imess cám ơn chợ tốt
5742,sym,dòng khác,xe số,50 100 cc,4.0,17000,6.0,2786.8852459016393,102000.0,1.6094379124341003,bán xe 50 cc sym dòng khác xe số 50 100 cc cần bán xe 50 có cà vẹt xe đầy đủ
5743,yamaha,sirius,xe số,100 175 cc,12.0,36000,6.0,5901.639344262296,216000.0,2.5649493574615367,xe nhà đi còn zin yamaha sirius xe số 100 175 cc xe nhà đi còn zin chưa bung nay muốn đổi xe mới
5744,yamaha,mio,tay ga,100 175 cc,7.5,24863,16.0,1544.2857142857142,397808.0,2.1400661634962708,bán gấp yamaha mio tay ga 100 175 cc ket tiền thanh lý xe mio classco mau đen lịch lãm xe điện đề kòi đầy đủ xe máy móc im ru xe mua về đổ xăng đi nhẹ nhàng cho chị em đi chợ sv đi học rất ok xe giấy tờ đầy đủ bsx thành phố giá 7500000 bớt tí lộc cho anh chị em
5745,honda,air blade,tay ga,100 175 cc,9.8,5678,2.0,2703.809523809524,11356.0,2.379546134130174,bán nhanh xe dư do thiếu chỗ đậu honda air blade tay ga 100 175 cc xe honda đã qua sử dụng muốn bán nhanh cảm ơn
5746,piaggio,vespa,tay ga,không biết rõ,62.0,6454,3.0,2081.935483870968,19362.0,4.143134726391533,bán vespa đăng ký năm 2022 đi 6454 km piaggio vespa tay ga không biết rõ bán xe vespa như hình chính chủ đăng ký năm 2022 đi đúng 6454 km xe rất ít khi đi đa phần bỏ trong gara p s mấy anh chuyên nói bên nhật hàn úc né dùm nhé
5747,hãng khác,dòng khác,xe số,100 175 cc,2.2,100000,18.0,5524.861878453038,1800000.0,1.1631508098056809,giấy tờ đầy đủ hợp lệ hãng khác dòng khác xe số 100 175 cc cần bán xe như hình giấy tờ đầy đủ máy móc ok giá 2 tr200 mình có dàn áo của nó đã wa sử dụng lấy lun là 300 k thủ đức
5748,honda,sonic,tay côn moto,100 175 cc,25.0,38000,4.0,9268.29268292683,152000.0,3.258096538021482,cần tiền bán gấp xe để sử lý công việc honda sonic tay côn moto 100 175 cc chính chủ công chứng sang tên rẹt rẹt xe zin chỉ có móc cây po cho nhẹ xe tất cả nguyên zin ae cần liên hệ
5749,honda,sonic,tay côn moto,100 175 cc,25.0,380000,4.0,92682.9268292683,1520000.0,3.258096538021482,kẹt tiền cần bán gấp ai cần liên hệ giúp honda sonic tay côn moto 100 175 cc xe zin máy móc nguyên zin chỉ có móc cây pô cho nhẹ xe thôi mọi thứ zin hết
5750,honda,sh,tay ga,100 175 cc,85.0,10224,3.0,3298.064516129032,30672.0,4.454347296253507,em cần bán xe sh 150 i 2022 đen 99 honda sh tay ga 100 175 cc e cần bán xe sh 150 2022 đen 99 ko trầy xước ko va quẹt xe chính chủ miễn trung gian
5751,sym,dòng khác,xe số,100 175 cc,5.0,54678,17.0,3197.5438596491226,929526.0,1.791759469228055,sym excel 150 cc sym dòng khác xe số 100 175 cc bán sym excel vs5 2008 150 cc hợp người cao máy êm speedometer cần sửa có cà vẹt kèm mũ bảo hiểm
5752,honda,air blade,tay ga,50 100 cc,8.0,35000,17.0,2046.783625730994,595000.0,2.1972245773362196,em cần bán ab 2008 bstp 9 chủ honda air blade tay ga 50 100 cc em cần bán ab 2008 bstp 9 chủ máy móc còn zin êm ái vận hành tốt điện đề đầy đủ giá 8 tr gọi em
5753,honda,vario,tay ga,100 175 cc,43.5,11000,2.0,5238.095238095238,22000.0,3.7954891891721947,cần bán xe vario 160 2023 honda vario tay ga 100 175 cc cần bán xe vario 160 đời 2023 xe dán keo mới 90 ít đi biển số tp ký ủy quyền hoặc công chứng mua bán ngay xe chính chủ
5754,honda,future,xe số,100 175 cc,13.0,120000,21.0,5687.203791469194,2520000.0,2.6390573296152584,xe 9 c bstp gốc cán bộ về hưu xe sạch se may zin honda future xe số 100 175 cc xe mây móc ko hú im ru mua ve chỉ viẹt chạy xe gốc cán bộ về hưu nhìn biẻn sô ae cung biết cos trạm nhẹ đầu cach day 3 nam nhưng mây vẫn ngon xe chunh chủ muina ủy quỷn snag ten deu duoc
5755,honda,sh mode,tay ga,100 175 cc,50.0,5000,2.0,2380.9523809523807,10000.0,3.9318256327243257,sh mode đời cao 2023 xe chính chủ honda sh mode tay ga 100 175 cc xe dành cho phụ nữ chạy không một vết trầy xướt gì
5756,yamaha,exciter,tay côn moto,100 175 cc,12.0,350000,8.0,43209.87654320988,2800000.0,2.5649493574615367,bán xe chính chủ yamaha exciter tay côn moto 100 175 cc xe chính chủ ai cần liên hệ giao dịch ở thành phố thủ đức
5757,honda,winner x,tay côn moto,100 175 cc,14.0,40000,6.0,6557.377049180328,240000.0,2.70805020110221,ra đi e nó honda winner x tay côn moto 100 175 cc xe chính chủ còn zin dư xe nên bán e nó
5758,sym,attila,tay ga,100 175 cc,1.7,6000,15.0,397.35099337748346,90000.0,0.9932517730102833,attila gtdd bstp mới đẹp như hình sym attila tay ga 100 175 cc bán xe attila gtdd bstp mới đẹp như hình đề đèn đầy đủ dàn áo liền lạc xe để lâu bình yếu không nổ xem xe ở thuận an bình dương
5759,honda,wave,xe số,100 175 cc,11.0,2000,13.0,152.67175572519085,26000.0,2.4849066497880004,xe wave chính chủ sang tên công chứng ngay honda wave xe số 100 175 cc xe k đi cần bán wave chính chủ 110 xe cán bộ bộ đội đi dữ kỹ nên còn rất mới mua bán tại nhà khu dân cư 434 thuận an bình dương
5760,sym,elizabeth,tay ga,100 175 cc,3.9,40000,15.0,2649.0066225165565,600000.0,1.589235205116581,bán xe elizabeth 2010 sym elizabeth tay ga 100 175 cc bán xe elizabeth 2010 xe dang dùng tốt máy móc con rất cứng chất lượng xe chạy mượt mà rất em xe mua su dụng được ngay
5761,honda,air blade,tay ga,100 175 cc,8.5,37855,14.0,2684.7517730496456,529970.0,2.2512917986064953,bán xe ab fi honda air blade tay ga 100 175 cc máy êm xe mạnh tiết kiệm xăng bộ xe trầy xước theo thời gian giao luu xe số xe nhật bớt chúc đỉnh tiền xăng
5762,suzuki,hayate,tay ga,100 175 cc,3.5,30000,17.0,1754.3859649122805,510000.0,1.5040773967762742,xe tay ga hayate 125 màu đen xe còn đẹp máy êm suzuki hayate tay ga 100 175 cc hayate 125 giấy tờ hợp lệ xe đẹp máy êm đèn đề đầy đủ bao tranh chấp có bớt nhẹ cho anh em
5763,honda,dòng khác,xe số,50 100 cc,4.2,40000,23.0,1731.6017316017314,920000.0,1.6486586255873816,cần bán xe dream honda dòng khác xe số 50 100 cc mình cần bán chiếc dream máy móc êm ái giấy tờ đầy đủ phụ kiện đầy đủ luôn xe chạy ngon mua về đi luôn bạn nào có nhu cầu liên hệ m nhé
5764,honda,winner x,tay côn moto,100 175 cc,20.0,25000,6.0,4098.360655737705,150000.0,3.044522437723423,winner x đăng kí 2019 honda winner x tay côn moto 100 175 cc xe có giấy tờ đầy đủ biển 50 n1 844 48 đăng kí 2019
5765,yamaha,sirius,xe số,100 175 cc,11.0,34500,6.0,5655.737704918033,207000.0,2.4849066497880004,xe kiểng trùm mềm 11 x chính chủ bao sang tên yamaha sirius xe số 100 175 cc xe đi kỉ ace chỉ vc rước về chạy đi làm
5766,honda,dòng khác,tay côn moto,trên 175 cc,105.0,9999,43.0,231.9953596287703,429957.0,4.663439094112067,bán xe honda la250 đăng ký năm 1982 honda dòng khác tay côn moto trên 175 cc bán xe honda la250 dòng xe cổ điển mạnh mẽ đăng ký năm 1982 giấy tờ đầy đủ màu đen xanh phong cách hoài cổ cá tính trọng lượng trên 140 kg đầm chắc vận hành êm ái tình trạng máy móc ổn định hoạt động trơn tru phù hợp cho người yêu xe classic đam mê sưu tầm liên hệ để biết thêm chi tiết hoặc trao đổi thêm về giá
5767,hãng khác,dòng khác,xe số,100 175 cc,5.0,2528,10.0,250.2970297029703,25280.0,1.791759469228055,ko bớt giá ok bao im hãng khác dòng khác xe số 100 175 cc xe im bao chạy mới đẹp giá bèo nhèo bảo hành 1 tháng về máy bán ko bớt nhanh gọn lẹ
5768,honda,dream,xe số,50 100 cc,15.5,20000,27.0,738.0073800738007,540000.0,2.803360380906535,dream lùn nhập nguyên chiếc thái lan honda dream xe số 50 100 cc xe đang 1 đời chủ từ khi mua đập hộp đến nay xe nhập nguyên thùng số khung và số máy trùng nhau xe bảo dưỡng định kỳ vận hành cực êm ái mượt mà máy móc nguyên zin đét bao test thợ thầy v v xe nhà bán
